category,subcategory,product_type,label,sub_label,price_with_discount,price_before_discount,real_price,quantity,img
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,"Aceite de oliva 0,4º Hacendado",Botella 1 L,"6,75","7,09",, /ud.,https://prod-mercadona.imgix.net/images/25cc7d7c31cfba8b33e543ac9a6ccff4.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen extra Hacendado,Garrafa 3 L,"25,95","27,23",, /ud.,https://prod-mercadona.imgix.net/images/8a31c3dd33c87ea2bdaaded76bb2eb6a.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen extra Hacendado,Botella 1 L,"8,85","9,13",, /ud.,https://prod-mercadona.imgix.net/images/aadc4fb7daf30d5f705d270a10ec8e7a.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen extra Hacendado Gran Selección,Botella 750 ml,,,"7,75", /ud.,https://prod-mercadona.imgix.net/images/ca971ebf519d62b535e1d0ad05ebd394.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva 1º Hacendado,Botella 1 L,"6,75","7,09",, /ud.,https://prod-mercadona.imgix.net/images/1a7146af03111cefbf7f8abd308dd799.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen Hacendado,Garrafa 3 L,"22,50","23,87",, /ud.,https://prod-mercadona.imgix.net/images/25221766e713f1ce7f32de92cf3ac2ef.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen Hacendado,Botella 1 L,"7,75","8,06",, /ud.,https://prod-mercadona.imgix.net/images/0b39ce0b01fa8d0ff5caf7045fc5a716.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva suave Hacendado,Garrafa 3 L,"19,35","20,25",, /ud.,https://prod-mercadona.imgix.net/images/617bf49db3b4f79f5e311007e8cee4ab.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva intenso Hacendado,Garrafa 3 L,"19,35","20,25",, /ud.,https://prod-mercadona.imgix.net/images/bbfe2ec5cc49633c1e2d9988feb58932.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen extra Hacendado,Spray 200 ml,"2,90","3,06",, /ud.,https://prod-mercadona.imgix.net/images/3828beeb31145e948b4c611621162bfd.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Aceite de oliva,Aceite de oliva virgen extra Picual Casa Juncal,Botella 500 ml,,,"7,45", /ud.,https://prod-mercadona.imgix.net/images/57c541a2fdb98be59dd3c91185658181.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal","Aceite de girasol, semillas y maíz","Aceite de girasol refinado 0,2º Hacendado",Garrafa 5 L,,,"6,91", /ud.,https://prod-mercadona.imgix.net/images/8c16a9c5fe8126141815ce55e50cbcba.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal","Aceite de girasol, semillas y maíz","Aceite de girasol refinado 0,2º Hacendado",Botella 1 L,,,"1,48", /ud.,https://prod-mercadona.imgix.net/images/38334513c2db1608117eb6c2759439f2.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal","Aceite de girasol, semillas y maíz",Aceite de coco virgen Hacendado,Bote 450 ml,,,"4,55", /ud.,https://prod-mercadona.imgix.net/images/4b73d0063a13ed91219d84e7dd70d22d.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Vinagre de vino blanco Hacendado,Botella 1 L,,,"0,65", /ud.,https://prod-mercadona.imgix.net/images/250d1f0a7c038903b5a819f4e9acdffd.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Vinagre de manzana Hacendado,Botella 1 L,,,"0,80", /ud.,https://prod-mercadona.imgix.net/images/ee715c402385a3cdd3b143d563f1e092.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Limón exprimido Hacendado,Botella 280 ml,,,"1,00", /ud.,https://prod-mercadona.imgix.net/images/1910ee61299100e2bca29c2b39fab7a5.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Crema de vinagre balsámico de Módena Hacendado,Botella 250 g,,,"1,75", /ud.,https://prod-mercadona.imgix.net/images/f38299e92edeb2b5c78eeb642f7e3752.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Vinagre de Jerez reserva Hacendado,Botella 250 ml,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/bfa0c4aabf80adf4cd9a390df6aa7184.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Bebida aromatizada a base de vino para cocinar Abuela Carola,Botella 750 ml,,,"2,35", /ud.,https://prod-mercadona.imgix.net/images/bbee83a931fd33117064e444144d1902.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Reducción bálsamica de vinagre Pedro Ximénez Hacendado,Botella 300 g,,,"2,25", /ud.,https://prod-mercadona.imgix.net/images/8ce7a93a2c6bf9fbffcb10f388eeb0a8.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Vinagre y otros aderezos,Vinagre balsámico de Módena Hacendado,Botella 500 ml,,,"2,35", /ud.,https://prod-mercadona.imgix.net/images/f65c196d0aae6388f9e6852c381f8da4.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal fina Hacendado,Paquete 1 kg,,,"0,35", /ud.,https://prod-mercadona.imgix.net/images/5097b3d7450edab7c2d9586299f5f3b9.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal fina de mesa Hacendado,Bote 300 g,,,"0,75", /ud.,https://prod-mercadona.imgix.net/images/14d233ae4aee44619f27e63caaed1f2e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal yodada fina Hacendado,Paquete 1 kg,,,"0,35", /ud.,https://prod-mercadona.imgix.net/images/409a53c0327dff2c4b91e6b4c58efa42.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal gruesa Hacendado,Paquete 1 kg,,,"0,35", /ud.,https://prod-mercadona.imgix.net/images/8b9798cc6f23201e8191711f58368727.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Bicarbonato de sódio Hacendado,Paquete 1 kg,,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/4a219f4d7b7fb9b3301c8c64f3178756.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Bicarbonato de sódio Hacendado,Bote 300 g,,,"1,10", /ud.,https://prod-mercadona.imgix.net/images/0cdfaaf94335d5701e8f433bdf49c914.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Escamas de sal marina natural Polasal,Bote 125 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/36bc3658a807997961ec5fda23dd948e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal gruesa para hornear Hacendado,Paquete 2 kg,,,"1,10", /ud.,https://prod-mercadona.imgix.net/images/c46d67d22d1cf40d537ab349322b8da2.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal de ajo Hacendado,Bote 130 g,,,"1,80", /ud.,https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal de frutas sabor limón Hacendado,Bote 250 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/e01b7ced535cf57318ff7c7a1628d3ed.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal 60% menos de sodio Hacendado,Bote 250 g,,,"2,30", /ud.,https://prod-mercadona.imgix.net/images/eeb93d74d5e3298a8f93b4b78dffdb7b.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Preparado para salmón ahumado Hacendado,Bote 750 g,,,"3,30", /ud.,https://prod-mercadona.imgix.net/images/029c3c8e49b1d8f5bccae5a4c6283d47.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Aceite, vinagre y sal",Sal y bicarbonato,Sal rosa del Himalaya Hacendado,Paquete 1 kg,,,"2,65", /ud.,https://prod-mercadona.imgix.net/images/6dbe958696d20fec014fbbf536ea4593.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Orégano Hacendado,Bote 25 g,,,"0,95", /ud.,https://prod-mercadona.imgix.net/images/20a564cf97b2b9662bb7727d6008ed69.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Perejil Hacendado,Bote 18 g,,,"0,90", /ud.,https://prod-mercadona.imgix.net/images/b2bc740ba01dd6f5b0c62f44a5557dee.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Hoja de laurel Hacendado,Paquete 12 g,,,"0,80", /ud.,https://prod-mercadona.imgix.net/images/34e7ea3d2a5df1817f89cecadea1e462.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Hierbas provenzales Hacendado,Bote 25 g,,,"1,20", /ud.,https://prod-mercadona.imgix.net/images/75ea233839587117b294f2d15027f57a.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Albahaca Hacendado,Bote 20 g,,,"1,25", /ud.,https://prod-mercadona.imgix.net/images/666740b544111126529a014431ba81f4.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Romero Hacendado,Bote 40 g,,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/d5b59c36668ad99469b2c16a3d90fad7.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Tomillo Hacendado,Bote 24 g,,,"1,05", /ud.,https://prod-mercadona.imgix.net/images/23cda8ba2719d64662af5acde3485411.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Eneldo Hacendado,Bote 18 g,,,"1,85", /ud.,https://prod-mercadona.imgix.net/images/aa7bf59873bb1c4e11267001b37e8632.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Cilantro Hacendado,Bote 12 g,,,"1,85", /ud.,https://prod-mercadona.imgix.net/images/27379a6a13ab30cfb594a4b326f1f66c.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Hierbas,Ajo y Perejil Hacendado,Bote 74 g,,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/87354ac95bb1960b3cdab6dc5e632bb4.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Colorante alimentario Hacendado,Bote 85 g,,,"0,95", /ud.,https://prod-mercadona.imgix.net/images/279afe277bed6a3c1af998dbda9b66e7.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Pimentón dulce Hacendado,Bote 56 g,,,"1,00", /ud.,https://prod-mercadona.imgix.net/images/d01141fdec8c11a291e21f084d94f43c.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Pimentón dulce de la Vera Hacendado,Bote 75 g,,,"1,75", /ud.,https://prod-mercadona.imgix.net/images/fc6f52e3aa7435cc0e851a43697e8b06.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Azafrán molido Hacendado,"Paquete 4 sobres (0,4 g)",,,"1,80", /ud.,https://prod-mercadona.imgix.net/images/9b1e3bf3f850bb972810225a35e2d27e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Azafrán hebra Hacendado,"Paquete 0,4 g",,,"1,80", /ud.,https://prod-mercadona.imgix.net/images/3434b4736a34f67f0e66575d8e2a2983.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Pimentón picante Hacendado,Bote 60 g,,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/2f865dc2dc829da4a0e2962fb922cd9c.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Colorante y pimentón,Pimentón dulce Hacendado,Bote 75 g,,,"1,30", /ud.,https://prod-mercadona.imgix.net/images/fa8610da91855ce1394dcac73c68220e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Pimienta,Pimienta negra molida Hacendado,Bote 70 g,,,"1,15", /ud.,https://prod-mercadona.imgix.net/images/905e76fd8f59b3931ae5e2c586c4a9f5.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Pimienta,Molinillo pimienta negra Hacendado,Bote 65 g,,,"1,65", /ud.,https://prod-mercadona.imgix.net/images/ff80991c845784c85981a779586661c9.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Pimienta,Pimienta negra en grano Hacendado,Bote 70 g,,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/ade2f829444a465f07de05c97b526258.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Pimienta,Molinillo mix pimientas Hacendado,Bote 50 g,,,"1,85", /ud.,https://prod-mercadona.imgix.net/images/16d512e03ea3f4513a43a085403cba3f.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Pimienta,Pimienta blanca molida Hacendado,Bote 70 g,,,"2,15", /ud.,https://prod-mercadona.imgix.net/images/a8cedadb6026482169a838838a6943d3.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Ajo granulado Hacendado,Bote 115 g,,,"1,12", /ud.,https://prod-mercadona.imgix.net/images/10f7ce7fe35de8f5b595db38a95a9cc5.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Cebolla frita crujiente Hacendado,Bote 150 g,,,"1,15", /ud.,https://prod-mercadona.imgix.net/images/fb2e63195fc20b44ae5f3598c40a7565.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Canela molida Hacendado,Bote 52 g,,,"1,00", /ud.,https://prod-mercadona.imgix.net/images/22948761cf10a9f149a06ec505fb8dcd.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Canela en rama Hacendado,Bote 19 g,,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/79a95af1248f3f9e5f0a5fab40e06adf.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Comino molido Hacendado,Bote 58 g,,,"1,20", /ud.,https://prod-mercadona.imgix.net/images/003c9821946990d15215928c180ec0b7.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Comino en grano Hacendado,Bote 56 g,,,"1,95", /ud.,https://prod-mercadona.imgix.net/images/945a39457b8b947b612650a22e7a2c71.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Curry Hacendado,Bote 57 g,,,"1,15", /ud.,https://prod-mercadona.imgix.net/images/41e788d61332bbabe67bcb18c9b74d9e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Nuez moscada molida Hacendado,Bote 58 g,,,"1,65", /ud.,https://prod-mercadona.imgix.net/images/26a3c69f637bdb1722940dbaa79f6cf9.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Cebolla en polvo Hacendado,Bote 60 g,,,"0,92", /ud.,https://prod-mercadona.imgix.net/images/4e60df323518b37ef8fcc6be6103526e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Cayena guindillas Hacendado,Bote 27 g,,,"1,33", /ud.,https://prod-mercadona.imgix.net/images/ca1ef5080300ea3323d59f0911f471db.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Cayena molida Hacendado,Bote 55 g,,,"1,62", /ud.,https://prod-mercadona.imgix.net/images/e0224e197ff6535f418d187efc499d56.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Cúrcuma Hacendado,Bote 60 g,,,"1,30", /ud.,https://prod-mercadona.imgix.net/images/bbb23780061cfd84ea7c8b8890715380.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Jengibre molido Hacendado,Bote 49 g,,,"1,65", /ud.,https://prod-mercadona.imgix.net/images/660b9d830317ff63daa0a5a5cfe4cdb2.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Sal de ajo Hacendado,Bote 130 g,,,"1,80", /ud.,https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Ñoras Hacendado,Paquete 25 g,,,,,https://prod-mercadona.imgix.net/images/4e524d80be3b75f95866a26e9f551356.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Clavo en grano Hacendado,Bote 42 g,,,"1,75", /ud.,https://prod-mercadona.imgix.net/images/4454375471a75b1e36fe451869e79460.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Pimientos choriceros dulces del cristal Hacendado,Paquete 50 g,,,,,https://prod-mercadona.imgix.net/images/786f1be27f7982aa7bb5713e16114122.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Piñones Hacendado,Bote 70 g,,,"2,96", /ud.,https://prod-mercadona.imgix.net/images/2605dd391dbbd6d5b6f6a5d0e6182a6f.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Ñoras El Avión,Caja 20 g,,,,,https://prod-mercadona.imgix.net/images/9e69e7d18917fc0b8c0b1722cb8c741c.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Otras especias,Pimientos secos Hacendado,Caja 50 g,,,"1,99", /ud.,https://prod-mercadona.imgix.net/images/8102ee087751adb98a97c2eb6c7d0f08.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador para fajitas Hacendado sabor tex-mex,Sobre 17 g,,,"0,85", /ud.,https://prod-mercadona.imgix.net/images/b3949dc2bcd4c09097246046318e577b.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador ajo y limón Hacendado para carne y pescado,Sobre 30 g,,,"1,05", /ud.,https://prod-mercadona.imgix.net/images/1c4d5344d0afaa6198d071ad0e2aa5ae.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador hierbas provenzales Hacendado para pollo y costillas,Sobre 24 g,,,"1,00", /ud.,https://prod-mercadona.imgix.net/images/5f70b8323c4c746222517fe9b1da3b9c.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador sabor barbacoa Hacendado para carne,Sobre 57 g,,,"1,30", /ud.,https://prod-mercadona.imgix.net/images/43dc9ccbba36855392ce7b3e45f7988b.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador para paella con azafrán Hacendado,Caja 5 sobres (20 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/f2cdac44f287c5a2b6d89b51d091ad3e.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador para burritos Hacendado,Sobre 40 g,,,"1,30", /ud.,https://prod-mercadona.imgix.net/images/cae24bea6184cb80c26eb05245c7a627.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador pollo y carne Hacendado,Bote 76 g,,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/4322cb1037c17add880018f4ae8e874f.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",Sazonadores,Sazonador pasta Hacendado,Bote 45 g,,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/45eeee3ab3e380f3e0892e61e724bec8.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa Hacendado,Tarro 500 ml,,,"1,10", /ud.,https://prod-mercadona.imgix.net/images/96cd4be5151db66433e34b5c8c684bc1.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa Hacendado,Tarro 240 ml,,,"0,95", /ud.,https://prod-mercadona.imgix.net/images/aaf438d3dd7bf0a462ec151f550d6e3a.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa Hacendado,Bote 460 ml,,,"1,25", /ud.,https://prod-mercadona.imgix.net/images/b55284b8757f9ebbc576d6d2af0eb7e5.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa en sobres individuales,12 sobres x 20 ml,,,"1,25", /pack,https://prod-mercadona.imgix.net/images/3fc7faac8cd6c2c587fec917de43a4bf.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa Hellmann's,Tarro 450 ml,,,"3,25", /ud.,https://prod-mercadona.imgix.net/images/4532a40515867d803fa054c5d18f5d12.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa Hellmann's,Tarro 225 ml,,,"1,95", /ud.,https://prod-mercadona.imgix.net/images/ec660eea4ad1c064decd987a6e150127.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Salsa Original Ligeresa,Tarro 425 ml,"2,25","2,65",, /ud.,https://prod-mercadona.imgix.net/images/9959055a36d22067b77ce74371927c8c.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Salsa Original Ligeresa,Bote 430 ml,,,"2,65", /ud.,https://prod-mercadona.imgix.net/images/5a4a129806a0c967f59a1fbe8d345279.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Mayonesa Ybarra,Bote 500 ml,,,"2,25", /ud.,https://prod-mercadona.imgix.net/images/ecbf906af9e6f18ab8e50510fc737bf7.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Salsa Light Hacendado,Tarro 500 ml,"1,10","1,20",, /ud.,https://prod-mercadona.imgix.net/images/df1b71803ca9ce92f40aeb74c234a680.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mayonesa,Salsa Light Hacendado,Bote 460 ml,,,"1,25", /ud.,https://prod-mercadona.imgix.net/images/5e0c902d69b4c16ed124e230a9ad62fc.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Ketchup,Ketchup Hacendado,Bote 600 g,"1,15","1,25",, /ud.,https://prod-mercadona.imgix.net/images/560d3c1a007e5ab9c97cc0bb2b23b206.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Ketchup,Ketchup Hacendado en sobres individuales,Paquete 12 sobres (240 g),,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/fdd6165134ec5a050d930e02a92191eb.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Ketchup,Ketchup Heinz,Bote 650 g,"2,95","3,50",, /ud.,https://prod-mercadona.imgix.net/images/66e79f63919f3a0ce44d5e23d019a43d.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Ketchup,Salsa de tomate Zero sin azúcares añadidos Hacendado,Bote 600 g,,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/4ecccbaf38713c3f2966540720c5eec8.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mostaza,Mostaza a la antigua Hacendado,Tarro 200 g,,,"1,70", /ud.,https://prod-mercadona.imgix.net/images/95ed3fdf9ae438e1ee0b5c95ac157589.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mostaza,Mostaza de Dijon Hacendado,Tarro 200 g,,,"1,25", /ud.,https://prod-mercadona.imgix.net/images/67843665522d08065cc40f43c2008e1a.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Mostaza,Mostaza clásica Hacendado,Bote 388 g,,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/8a0749aa163298f9b2b036de495a1b05.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Allioli,Allioli Chovi,Tarrina 180 ml,,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/8dd36370d7a4694f15c53ae896c21960.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Allioli,Allioli Hacendado,Tarrina 200 ml,,,"1,05", /ud.,https://prod-mercadona.imgix.net/images/eadfc47766c0af744576aaa74de605b5.jpg?fit=crop&h=300&w=300
"Aceite, especias y salsas",Otras salsas,Allioli,Allioli en sobres individuales Hacendado,Paquete 8 sobres (160 ml),,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/f4e1f5be94af55e4484fbc034a930391.jpg?fit=crop&h=300&w=300
Agua y refrescos,Isotónico y energético,Agua sin gas,Agua mineral grande Fuente Dehesa,Garrafa 6 L,,,"1,26", /ud.,https://prod-mercadona.imgix.net/images/51e00489928d41b0f5f313b916b715f0.jpg?fit=crop&h=300&w=300
